Bigram                        		Count          		Probabiltites
? But                         		2.0            		3.563792E-4
But people                    		2.0            		3.549246E-4
people familiar               		2.0            		3.5606197E-4
familiar with                 		8.0            		0.0014252628
with the                      		26.0           		0.004549431
the agenda                    		2.0            		2.8425243E-4
agenda of                     		2.0            		3.5669698E-4
of the                        		267.0          		0.040800735
the board                     		145.0          		0.0206083
board 's                      		18.0           		0.0030140656
's meeting                    		2.0            		3.338341E-4
meeting last                  		2.0            		3.5536604E-4
last week                     		11.0           		0.0019507005
week in                       		2.0            		3.557453E-4
in London                     		5.0            		8.38223E-4
London said                   		2.0            		3.564427E-4
said Mr.                      		13.0           		0.0022082555
Mr. McGovern                  		3.0            		5.186722E-4
McGovern was                  		2.0            		3.566334E-4
was fired                     		3.0            		5.189414E-4
fired .                       		2.0            		3.566334E-4
. Over                        		2.0            		3.028009E-4
Over at                       		2.0            		3.566334E-4
at the                        		29.0           		0.0050823693
the fiberglass                		2.0            		2.8425243E-4
fiberglass factory            		2.0            		3.5669698E-4
factory ,                     		2.0            		3.5669698E-4
, four                        		3.0            		3.931848E-4
four white                    		2.0            		3.5618877E-4
white workers                 		2.0            		3.565698E-4
workers assemble              		2.0            		3.565698E-4
assemble water                		2.0            		3.5669698E-4
water tanks                   		2.0            		3.5669698E-4
tanks on                      		2.0            		3.5669698E-4
on their                      		3.0            		5.211953E-4
their own                     		2.0            		3.553029E-4
own ,                         		3.0            		5.3409295E-4
, and                         		89.0           		0.011664483
and in                        		5.0            		7.957982E-4
in their                      		4.0            		6.705784E-4
their spare                   		2.0            		3.553029E-4
spare time                    		2.0            		3.5669698E-4
time they                     		2.0            		3.5568202E-4
they build                    		2.0            		3.5417036E-4
build townhouses              		2.0            		3.564427E-4
townhouses across             		2.0            		3.5669698E-4
across the                    		14.0           		0.0024915466
the road                      		21.0           		0.0029846504
road .                        		7.0            		0.0012382806
. Berkshire                   		2.0            		3.028009E-4
Berkshire Hathaway            		3.0            		5.3495006E-4
Hathaway earlier              		2.0            		3.566334E-4
earlier this                  		5.0            		8.90472E-4
this year                     		8.0            		0.0014042478
year bought                   		3.0            		5.321036E-4
bought $                      		3.0            		5.345688E-4
$ 600                         		2.0            		3.5050823E-4
600 million                   		2.0            		3.5669698E-4
million of                    		5.0            		8.837045E-4
of preferred                  		2.0            		3.056235E-4
preferred stock               		4.0            		7.131396E-4
stock in                      		2.0            		3.5423308E-4
in Gillette                   		2.0            		3.352892E-4
Gillette that                 		2.0            		3.565698E-4
that is                       		6.0            		0.0010233669
is convertible                		2.0            		3.4524425E-4
convertible into              		2.0            		3.565698E-4
into an                       		3.0            		5.3304905E-4
an 11                         		3.0            		5.277045E-4
11 %                          		3.0            		5.342832E-4
% stake                       		13.0           		0.0022968198
stake ,                       		4.0            		7.111111E-4
, and                         		89.0           		0.011664483
and Gillette                  		2.0            		3.1831927E-4
Gillette said                 		2.0            		3.565698E-4
said at                       		4.0            		6.794632E-4
at the                        		29.0           		0.0050823693
the time                      		6.0            		8.5275725E-4
time that                     		2.0            		3.5568202E-4
that Mr.                      		9.0            		0.0015350503
Mr. Buffett                   		2.0            		3.4578147E-4
Buffett would                 		2.0            		3.566334E-4
would be                      		22.0           		0.003865074
be added                      		2.0            		3.500175E-4
added to                      		3.0            		5.3437834E-4
to the                        		86.0           		0.013749001
the board                     		145.0          		0.0206083
board .                       		58.0           		0.009711989
. In                          		39.0           		0.0059046177
In Tokyo                      		2.0            		3.539823E-4
Tokyo ,                       		2.0            		3.564427E-4
, share                       		2.0            		2.621232E-4
share prices                  		2.0            		3.5536604E-4
prices dropped                		2.0            		3.5625222E-4
dropped sharply               		2.0            		3.564427E-4
sharply by                    		2.0            		3.565698E-4
by 1.7                        		2.0            		3.4837137E-4
1.7 %                         		3.0            		5.348547E-4
% in                          		4.0            		7.0671376E-4
in early                      		3.0            		5.029338E-4
early Monday                  		2.0            		3.5599858E-4
Monday morning                		3.0            		5.3409295E-4
morning trading               		2.0            		3.5625222E-4
trading .                     		3.0            		5.3380785E-4
. That                        		6.0            		9.084027E-4
That speculation              		2.0            		3.563792E-4
speculation abounded          		2.0            		3.564427E-4
abounded Friday               		2.0            		3.5669698E-4
Friday as                     		2.0            		3.5593522E-4
as industry                   		2.0            		3.4746353E-4
industry executives           		2.0            		3.5599858E-4
executives analyzed           		2.0            		3.5593522E-4
analyzed the                  		3.0            		5.3495006E-4
the appointment               		2.0            		2.8425243E-4
appointment of                		3.0            		5.3475937E-4
of the                        		267.0          		0.040800735
the new                       		24.0           		0.003411029
new chief                     		4.0            		7.0521864E-4
chief executive               		165.0          		0.028467909
executive ,                   		19.0           		0.0032786885
, Robert                      		7.0            		9.174312E-4
Robert Louis-Dreyfus          		2.0            		3.5423308E-4
Louis-Dreyfus ,               		2.0            		3.5669698E-4
, who                         		64.0           		0.008387943
who joins                     		2.0            		3.5063113E-4
joins Saatchi                 		2.0            		3.566334E-4
Saatchi and                   		3.0            		5.34664E-4
and becomes                   		2.0            		3.1831927E-4
becomes a                     		2.0            		3.5650624E-4
a member                      		5.0            		8.080155E-4
member of                     		7.0            		0.0012457733
of its                        		30.0           		0.004584352
its board                     		35.0           		0.006102877
board on                      		4.0            		6.6979235E-4
on Jan.                       		4.0            		6.9492706E-4
Jan. 1                        		4.0            		7.130125E-4
1 .                           		7.0            		0.0012448871
. At                          		12.0           		0.0018168055
At Fannie                     		2.0            		3.5599858E-4
Fannie Mae                    		5.0            		8.912656E-4
Mae ,                         		2.0            		3.5650624E-4
, he                          		11.0           		0.0014416776
he will                       		3.0            		5.270555E-4
will take                     		4.0            		6.993007E-4
take responsibility           		2.0            		3.557453E-4
responsibility for            		3.0            		5.3495006E-4
for the                       		41.0           		0.007115585
the corporation               		3.0            		4.2637862E-4
corporation 's                		2.0            		3.566334E-4
's financial                  		2.0            		3.338341E-4
financial and                 		4.0            		7.106058E-4
and legal                     		2.0            		3.1831927E-4
legal areas                   		2.0            		3.563157E-4
areas and                     		2.0            		3.566334E-4
and will                      		6.0            		9.549578E-4
will work                     		5.0            		8.7412586E-4
work with                     		4.0            		7.1199716E-4
with David                    		2.0            		3.4995624E-4
David Maxwell                 		2.0            		3.5555556E-4
Maxwell ,                     		5.0            		8.9078926E-4
, chairman                    		188.0          		0.02463958
chairman and                  		141.0          		0.02288961
and chief                     		158.0          		0.025147222
chief executive               		165.0          		0.028467909
executive officer             		115.0          		0.019844694
officer ,                     		57.0           		0.009928584
, and                         		89.0           		0.011664483
and Roger                     		2.0            		3.1831927E-4
Roger Birk                    		2.0            		3.566334E-4
Birk ,                        		2.0            		3.5669698E-4
, president                   		36.0           		0.0047182175
president and                 		46.0           		0.008075843
and chief                     		158.0          		0.025147222
chief operating               		10.0           		0.0017253278
operating officer             		10.0           		0.0017787265
officer ,                     		57.0           		0.009928584
, on                          		7.0            		9.174312E-4
on strategic                  		2.0            		3.4746353E-4
strategic planning            		2.0            		3.565698E-4
planning .                    		2.0            		3.564427E-4
. How                         		2.0            		3.028009E-4
How should                    		2.0            		3.566334E-4
should a                      		2.0            		3.5612535E-4
a reasonable                  		3.0            		4.848093E-4
reasonable member             		2.0            		3.5650624E-4
member of                     		7.0            		0.0012457733
of the                        		267.0          		0.040800735
the Federal                   		11.0           		0.0015633883
Federal Reserve               		7.0            		0.00124533
Reserve Board                 		5.0            		8.90948E-4
Board interpret               		2.0            		3.5561877E-4
interpret a                   		2.0            		3.5669698E-4
a congressional               		2.0            		3.2320622E-4
congressional decision        		2.0            		3.5669698E-4
decision to                   		8.0            		0.0014227281
to put                        		5.0            		7.993605E-4
put the                       		4.0            		7.1250444E-4
the secretary                 		3.0            		4.2637862E-4
secretary on                  		2.0            		3.563792E-4
on the                        		66.0           		0.011466296
the board                     		145.0          		0.0206083
board ?                       		2.0            		3.3489618E-4
? Qintex                      		2.0            		3.563792E-4
Qintex Entertainment          		3.0            		5.348547E-4
Entertainment also            		2.0            		3.5650624E-4
also said                     		11.0           		0.0019427764
said Chief                    		2.0            		3.397316E-4
Chief Financial               		2.0            		3.566334E-4
Financial Officer             		2.0            		3.566334E-4
Officer and                   		2.0            		3.5669698E-4
and Treasurer                 		2.0            		3.1831927E-4
Treasurer Jonathan            		2.0            		3.5669698E-4
Jonathan Lloyd                		2.0            		3.5669698E-4
Lloyd ,                       		2.0            		3.5650624E-4
, 37                          		3.0            		3.931848E-4
37 years                      		2.0            		3.566334E-4
years old                     		30.0           		0.005304102
old ,                         		27.0           		0.004787234
, would                       		9.0            		0.0011795544
would join                    		2.0            		3.5137034E-4
join the                      		4.0            		7.126314E-4
the nine-member               		2.0            		2.8425243E-4
nine-member board             		5.0            		8.912656E-4
board .                       		58.0           		0.009711989
. And                         		8.0            		0.0012112036
And federal                   		2.0            		3.5625222E-4
federal officials             		3.0            		5.3380785E-4
officials are                 		4.0            		7.116172E-4
are promising                 		2.0            		3.529204E-4
promising to                  		2.0            		3.5669698E-4
to move                       		2.0            		3.197442E-4
move rapidly                  		2.0            		3.5606197E-4
rapidly with                  		2.0            		3.566334E-4
with federal                  		3.0            		5.249344E-4
federal highway               		2.0            		3.558719E-4
highway aid                   		2.0            		3.5650624E-4
aid to                        		3.0            		5.348547E-4
to rebuild                    		2.0            		3.197442E-4
rebuild the                   		2.0            		3.5669698E-4
the area                      		2.0            		2.8425243E-4
area 's                       		2.0            		3.566334E-4
's severely                   		2.0            		3.338341E-4
severely damaged              		2.0            		3.5669698E-4
damaged road                  		2.0            		3.565698E-4
road system                   		2.0            		3.5379446E-4
system .                      		2.0            		3.564427E-4
. Edward                      		3.0            		4.5420136E-4
Edward L.                     		2.0            		3.5625222E-4
L. Kane                       		2.0            		3.553029E-4
Kane succeeded                		2.0            		3.5669698E-4
succeeded Mr.                 		2.0            		3.563792E-4
Mr. Taylor                    		3.0            		5.186722E-4
Taylor as                     		2.0            		3.5612535E-4
as chairman                   		26.0           		0.004517026
chairman .                    		38.0           		0.006168831
. Corning                     		2.0            		3.028009E-4
Corning 's                    		2.0            		3.5669698E-4
's chairman                   		67.0           		0.011183442
chairman and                  		141.0          		0.02288961
and chief                     		158.0          		0.025147222
chief executive               		165.0          		0.028467909
executive officer             		115.0          		0.019844694
officer ,                     		57.0           		0.009928584
, James                       		10.0           		0.001310616
James R.                      		4.0            		7.102273E-4
R. Houghton                   		2.0            		3.558086E-4
Houghton ,                    		2.0            		3.5669698E-4
, said                        		101.0          		0.013237221
said operating                		2.0            		3.397316E-4
operating performance         		2.0            		3.557453E-4
performance continued         		2.0            		3.563157E-4
continued to                  		5.0            		8.906306E-4
to be                         		29.0           		0.004636291
be strong                     		2.0            		3.500175E-4
strong in                     		2.0            		3.563792E-4
in the                        		93.0           		0.015590947
the telecommunications        		2.0            		2.8425243E-4
telecommunications and        		4.0            		7.128854E-4
and health                    		2.0            		3.1831927E-4
health and                    		2.0            		3.566334E-4
and science                   		2.0            		3.1831927E-4
science segments              		2.0            		3.5669698E-4
segments .                    		2.0            		3.5669698E-4
. His                         		9.0            		0.0013626041
His duties                    		2.0            		3.5625222E-4
duties will                   		2.0            		3.5650624E-4
will be                       		25.0           		0.0043706293
be taken                      		2.0            		3.500175E-4
taken over                    		2.0            		3.563792E-4
over by                       		2.0            		3.554292E-4
by Anthony                    		2.0            		3.4837137E-4
Anthony Richmond-Watson       		3.0            		5.3475937E-4
Richmond-Watson ,             		3.0            		5.3495006E-4
, who                         		64.0           		0.008387943
who has                       		5.0            		8.7657786E-4
has been                      		18.0           		0.0031601123
been elected                  		3.0            		5.315379E-4
elected deputy                		2.0            		3.5454705E-4
deputy chairman               		8.0            		0.0014252628
chairman .                    		38.0           		0.006168831
. CMS                         		3.0            		4.5420136E-4
CMS management                		2.0            		3.565698E-4
management said               		2.0            		3.553029E-4
said Thursday                 		2.0            		3.397316E-4
Thursday that                 		2.0            		3.5650624E-4
that they                     		5.0            		8.5280574E-4
they planned                  		2.0            		3.5417036E-4
planned to                    		6.0            		0.0010689471
to recommend                  		2.0            		3.197442E-4
recommend paying              		2.0            		3.5650624E-4
paying a                      		2.0            		3.5669698E-4
a modest                      		3.0            		4.848093E-4
modest dividend               		2.0            		3.563792E-4
dividend when                 		2.0            		3.5618877E-4
when the                      		7.0            		0.0012424565
the board                     		145.0          		0.0206083
board of                      		28.0           		0.0046885465
of directors                  		8.0            		0.001222494
directors met                 		2.0            		3.548616E-4
met Friday                    		2.0            		3.5650624E-4
Friday .                      		3.0            		5.3390284E-4
. Rymer                       		2.0            		3.028009E-4
Rymer Foods                   		2.0            		3.5669698E-4
Foods Inc.                    		2.0            		3.566334E-4
Inc. said                     		9.0            		0.0015909493
said its                      		22.0           		0.0037370478
its board                     		35.0           		0.006102877
board authorized              		7.0            		0.0011721366
authorized the                		7.0            		0.001247105
the purchase                  		8.0            		0.0011370097
purchase of                   		7.0            		0.0012462168
of as                         		7.0            		0.0010696822
as many                       		8.0            		0.0013898541
many as                       		8.0            		0.0014227281
as 500,000                    		3.0            		5.211953E-4
500,000 of                    		2.0            		3.566334E-4
of its                        		30.0           		0.004584352
its common                    		6.0            		0.0010462075
common stock                  		6.0            		0.0010674257
stock purchase                		3.0            		5.313496E-4
purchase warrants             		3.0            		5.3409295E-4
warrants at                   		2.0            		3.566334E-4
at a                          		17.0           		0.00297932
a price                       		2.0            		3.2320622E-4
price of                      		3.0            		5.3399784E-4
of $                          		9.0            		0.0013753056
$ 4                           		4.0            		7.0101646E-4
4 a                           		2.0            		3.565698E-4
a warrant                     		2.0            		3.2320622E-4
warrant .                     		2.0            		3.566334E-4
. Mr.                         		68.0           		0.010295231
Mr. Harper                    		2.0            		3.4578147E-4
Harper expressed              		2.0            		3.566334E-4
expressed confidence          		2.0            		3.566334E-4
confidence that               		2.0            		3.566334E-4
that he                       		12.0           		0.0020467339
he and                        		2.0            		3.5137034E-4
and Mr.                       		2.0            		3.1831927E-4
Mr. Baum                      		2.0            		3.4578147E-4
Baum can                      		2.0            		3.5669698E-4
can convince                  		2.0            		3.558719E-4
convince the                  		2.0            		3.5669698E-4
the board                     		145.0          		0.0206083
board of                      		28.0           		0.0046885465
of their                      		3.0            		4.584352E-4
their worthiness              		2.0            		3.553029E-4
worthiness to                 		2.0            		3.5669698E-4
to run                        		2.0            		3.197442E-4
run the                       		2.0            		3.5650624E-4
the company                   		85.0           		0.012080728
company .                     		23.0           		0.003997914
. In                          		39.0           		0.0059046177
In the                        		9.0            		0.0015929204
the end                       		6.0            		8.5275725E-4
end ,                         		2.0            		3.5625222E-4
, Teddy                       		2.0            		2.621232E-4
Teddy returns                 		2.0            		3.5669698E-4
returns alone                 		2.0            		3.5669698E-4
alone to                      		2.0            		3.565698E-4
to America                    		2.0            		3.197442E-4
America ,                     		4.0            		7.128854E-4
, leaving                     		2.0            		2.621232E-4
leaving Ruth                  		2.0            		3.5650624E-4
Ruth in                       		2.0            		3.5669698E-4
in Max                        		2.0            		3.352892E-4
Max 's                        		2.0            		3.5669698E-4
's chair                      		2.0            		3.338341E-4
chair .                       		4.0            		7.1199716E-4
. A                           		12.0           		0.0018168055
A supremely                   		2.0            		3.5599858E-4
supremely cautious            		2.0            		3.5669698E-4
cautious man                  		2.0            		3.5669698E-4
man ,                         		2.0            		3.564427E-4
, the                         		112.0          		0.014678899
the Fed                       		10.0           		0.001421262
Fed chairman                  		5.0            		8.888889E-4
chairman is                   		5.0            		8.116883E-4
is forever                    		2.0            		3.4524425E-4
forever blinking              		2.0            		3.5669698E-4
blinking yellow               		2.0            		3.5669698E-4
yellow .                      		2.0            		3.5669698E-4
. That                        		6.0            		9.084027E-4
That 's                       		3.0            		5.345688E-4
's the                        		4.0            		6.676682E-4
the advice                    		2.0            		2.8425243E-4
advice of                     		2.0            		3.566334E-4
of most                       		2.0            		3.056235E-4
most investment               		2.0            		3.5599858E-4
investment professionals      		2.0            		3.5511365E-4
professionals after           		2.0            		3.5669698E-4
after Friday                  		2.0            		3.5498757E-4
Friday 's                     		6.0            		0.0010678057
's 190-point                  		2.0            		3.338341E-4
190-point drop                		2.0            		3.5669698E-4
drop in                       		5.0            		8.90472E-4
in the                        		93.0           		0.015590947
the Dow                       		3.0            		4.2637862E-4
Dow Jones                     		3.0            		5.3475937E-4
Jones Industrial              		2.0            		3.5650624E-4
Industrial Average            		2.0            		3.5669698E-4
Average .                     		2.0            		3.5669698E-4
. At                          		12.0           		0.0018168055
At the                        		6.0            		0.0010679957
the Archer-Daniels-Midland    		2.0            		2.8425243E-4
Archer-Daniels-Midland Co.    		2.0            		3.5669698E-4
Co. stand                     		2.0            		3.5460992E-4
stand ,                       		2.0            		3.566334E-4
, Mrs.                        		3.0            		3.931848E-4
Mrs. Nelson                   		2.0            		3.565698E-4
Nelson Rockefeller            		2.0            		3.5669698E-4
Rockefeller ,                 		2.0            		3.566334E-4
, a                           		69.0           		0.00904325
a board                       		7.0            		0.0011312218
board member                  		5.0            		8.372405E-4
member ,                      		2.0            		3.5593522E-4
, offered                     		2.0            		2.621232E-4
offered him                   		2.0            		3.566334E-4
him a                         		2.0            		3.558719E-4
a soy                         		2.0            		3.2320622E-4
soy burger                    		2.0            		3.5669698E-4
burger .                      		2.0            		3.5669698E-4
. As                          		10.0           		0.0015140045
As chairman                   		2.0            		3.5599858E-4
chairman of                   		226.0          		0.036688313
of the                        		267.0          		0.040800735
the House                     		12.0           		0.0017055145
House Energy                  		3.0            		5.332385E-4
Energy and                    		3.0            		5.3475937E-4
and Commerce                  		3.0            		4.774789E-4
Commerce Committee            		3.0            		5.348547E-4
Committee ,                   		5.0            		8.8904693E-4
, Mr.                         		28.0           		0.0036697248
Mr. Dingell                   		2.0            		3.4578147E-4
Dingell has                   		2.0            		3.566334E-4
has almost                    		2.0            		3.511236E-4
almost single-handed          		2.0            		3.5625222E-4
single-handed control         		2.0            		3.5669698E-4
control over                  		2.0            		3.5593522E-4
over clean-air                		2.0            		3.554292E-4
clean-air legislation         		2.0            		3.5669698E-4
legislation .                 		2.0            		3.566334E-4
. The                         		122.0          		0.018470855
The letter                    		3.0            		5.2101427E-4
letter ,                      		3.0            		5.342832E-4
, dated                       		2.0            		2.621232E-4
dated last                    		2.0            		3.5669698E-4
last Thursday                 		2.0            		3.546728E-4
Thursday ,                    		3.0            		5.3475937E-4
, cited                       		3.0            		3.931848E-4
cited the                     		3.0            		5.3495006E-4
the losses                    		2.0            		2.8425243E-4
losses at                     		2.0            		3.563792E-4
at Valley                     		2.0            		3.5050823E-4
Valley National               		3.0            		5.348547E-4
National ,                    		2.0            		3.558086E-4
, and                         		89.0           		0.011664483
and at                        		2.0            		3.1831927E-4
at United                     		2.0            		3.5050823E-4
United Bank                   		2.0            		3.563157E-4
Bank ,                        		3.0            		5.3380785E-4
, also                        		10.0           		0.001310616
also of                       		2.0            		3.5323208E-4
of Phoenix                    		2.0            		3.056235E-4
Phoenix ,                     		3.0            		5.3495006E-4
, where                       		4.0            		5.242464E-4
where Mr.                     		2.0            		3.564427E-4
Mr. Simmons                   		4.0            		6.9156295E-4
Simmons was                   		2.0            		3.563792E-4
was chairman                  		7.0            		0.0012108631
chairman for                  		3.0            		4.87013E-4
for 29                        		2.0            		3.471017E-4
29 years                      		2.0            		3.566334E-4
years .                       		7.0            		0.0012376237
. The                         		122.0          		0.018470855
The company                   		9.0            		0.0015630428
company grew                  		2.0            		3.476447E-4
grew modestly                 		2.0            		3.5669698E-4
modestly until                		2.0            		3.5669698E-4
until 1986                    		2.0            		3.5568202E-4
1986 ,                        		3.0            		5.34664E-4
, when                        		12.0           		0.0015727392
when a                        		3.0            		5.3248135E-4
a majority                    		11.0           		0.0017776341
majority position             		2.0            		3.5599858E-4
position in                   		4.0            		7.114906E-4
in Hooker                     		2.0            		3.352892E-4
Hooker Corp.                  		2.0            		3.566334E-4
Corp. was                     		2.0            		3.529827E-4
was acquired                  		2.0            		3.459609E-4
acquired by                   		2.0            		3.566334E-4
by Australian                 		2.0            		3.4837137E-4
Australian developer          		2.0            		3.5650624E-4
developer George              		2.0            		3.566334E-4
George Herscu                 		2.0            		3.5625222E-4
Herscu ,                      		2.0            		3.5669698E-4
, currently                   		8.0            		0.0010484928
currently Hooker              		2.0            		3.5625222E-4
Hooker 's                     		2.0            		3.566334E-4
's chairman                   		67.0           		0.011183442
chairman .                    		38.0           		0.006168831
. The                         		122.0          		0.018470855
The reticence                 		2.0            		3.4734284E-4
reticence of                  		2.0            		3.5669698E-4
of federal                    		3.0            		4.584352E-4
federal officials             		3.0            		5.3380785E-4
officials was                 		2.0            		3.558086E-4
was evident                   		2.0            		3.459609E-4
evident in                    		2.0            		3.5669698E-4
in the                        		93.0           		0.015590947
the appearance                		2.0            		2.8425243E-4
appearance Sunday             		2.0            		3.566334E-4
Sunday of                     		2.0            		3.565698E-4
of Budget                     		2.0            		3.056235E-4
Budget Director               		3.0            		5.3475937E-4
Director Richard              		3.0            		5.3495006E-4
Richard Darman                		3.0            		5.3314376E-4
Darman on                     		2.0            		3.565698E-4
on ABC                        		2.0            		3.4746353E-4
ABC 's                        		3.0            		5.3495006E-4
's ``                         		5.0            		8.345852E-4
`` This                       		8.0            		0.001366587
This Week                     		2.0            		3.5599858E-4
Week .                        		2.0            		3.5669698E-4
. ''                          		65.0           		0.0098410295
'' Westamerica                		2.0            		3.4211428E-4
Westamerica said              		2.0            		3.565698E-4
said Mr.                      		13.0           		0.0022082555
Mr. Decker                    		2.0            		3.4578147E-4
Decker 's                     		2.0            		3.566334E-4
's posts                      		2.0            		3.338341E-4
posts were                    		2.0            		3.563157E-4
were assumed                  		2.0            		3.5373188E-4
assumed by                    		2.0            		3.565698E-4
by David                      		2.0            		3.4837137E-4
David Payne                   		2.0            		3.5555556E-4
Payne ,                       		2.0            		3.5669698E-4
, Westamerica                 		2.0            		2.621232E-4
Westamerica 's                		2.0            		3.565698E-4
's chairman                   		67.0           		0.011183442
chairman ,                    		93.0           		0.015097403
, who                         		64.0           		0.008387943
who at                        		2.0            		3.5063113E-4
at 34                         		2.0            		3.5050823E-4
34 years                      		2.0            		3.566334E-4
years of                      		2.0            		3.536068E-4
of age                        		2.0            		3.056235E-4
age becomes                   		2.0            		3.566334E-4
becomes one                   		2.0            		3.5650624E-4
one of                        		8.0            		0.0014202024
of the                        		267.0          		0.040800735
the youngest                  		2.0            		2.8425243E-4
youngest chief                		2.0            		3.5669698E-4
chief executives              		2.0            		3.4506555E-4
executives of                 		3.0            		5.3390284E-4
of a                          		26.0           		0.003973105
a sizable                     		2.0            		3.2320622E-4
sizable bank                  		2.0            		3.5669698E-4
bank in                       		2.0            		3.549246E-4
in the                        		93.0           		0.015590947
the country                   		5.0            		7.10631E-4
country .                     		2.0            		3.563792E-4
. The                         		122.0          		0.018470855
The company                   		9.0            		0.0015630428
company also                  		3.0            		5.2146707E-4
also said                     		11.0           		0.0019427764
said expenses                 		2.0            		3.397316E-4
expenses incurred             		2.0            		3.565698E-4
incurred by                   		2.0            		3.5669698E-4
by the                        		44.0           		0.00766417
the previous                  		2.0            		2.8425243E-4
previous board                		2.0            		3.566334E-4
board and                     		11.0           		0.001841929
and management                		5.0            		7.957982E-4
management in                 		3.0            		5.3295435E-4
in the                        		93.0           		0.015590947
the recent                    		4.0            		5.6850485E-4
recent contest                		2.0            		3.5599858E-4
contest for                   		2.0            		3.566334E-4
for control                   		3.0            		5.2065257E-4
control were                  		2.0            		3.5593522E-4
were recognized               		2.0            		3.5373188E-4
recognized primarily          		2.0            		3.5669698E-4
primarily in                  		2.0            		3.566334E-4
in the                        		93.0           		0.015590947
the first                     		7.0            		9.948835E-4
first quarter                 		2.0            		3.5612535E-4
quarter ended                 		2.0            		3.558086E-4
ended Sept.                   		2.0            		3.565698E-4
Sept. 30                      		3.0            		5.345688E-4
30 .                          		2.0            		3.565698E-4
. Mr.                         		68.0           		0.010295231
Mr. Corry                     		2.0            		3.4578147E-4
Corry also                    		2.0            		3.5669698E-4
also ruled                    		2.0            		3.5323208E-4
ruled that                    		2.0            		3.5669698E-4
that all                      		3.0            		5.1168347E-4
all board                     		2.0            		3.5568202E-4
board meetings                		6.0            		0.0010046886
meetings would                		3.0            		5.3447357E-4
would be                      		22.0           		0.003865074
be held                       		2.0            		3.500175E-4
held in                       		2.0            		3.563157E-4
in Pittsburgh                 		2.0            		3.352892E-4
Pittsburgh instead            		2.0            		3.566334E-4
instead of                    		3.0            		5.3475937E-4
of New                        		6.0            		9.168704E-4
New York                      		27.0           		0.004788083
York or                       		2.0            		3.550506E-4
or Findlay                    		2.0            		3.5323208E-4
Findlay ,                     		2.0            		3.5669698E-4
, Ohio                        		2.0            		2.621232E-4
Ohio ,                        		2.0            		3.5669698E-4
, Marathon                    		2.0            		2.621232E-4
Marathon 's                   		2.0            		3.5669698E-4
's home                       		2.0            		3.338341E-4
home .                        		2.0            		3.563157E-4
. He                          		31.0           		0.004693414
He also                       		3.0            		5.318206E-4
also rejected                 		2.0            		3.5323208E-4
rejected reports              		2.0            		3.563792E-4
reports that                  		2.0            		3.566334E-4
that his                      		4.0            		6.822446E-4
his departure                 		2.0            		3.5174112E-4
departure stemmed             		2.0            		3.5669698E-4
stemmed from                  		2.0            		3.5669698E-4
from disappointment           		2.0            		3.5161743E-4
disappointment the            		2.0            		3.5669698E-4
the general                   		3.0            		4.2637862E-4
general manager               		2.0            		3.5625222E-4
manager 's                    		3.0            		5.348547E-4
's post                       		2.0            		3.338341E-4
post had                      		2.0            		3.557453E-4
had n't                       		4.0            		7.0746377E-4
n't also                      		3.0            		5.266854E-4
also led                      		2.0            		3.5323208E-4
led to                        		2.0            		3.5593522E-4
to a                          		13.0           		0.0020783374
a board                       		7.0            		0.0011312218
board directorship            		2.0            		3.3489618E-4
directorship at               		2.0            		3.5669698E-4
at the                        		29.0           		0.0050823693
the London-based              		2.0            		2.8425243E-4
London-based news             		2.0            		3.566334E-4
news organization             		2.0            		3.563792E-4
organization .                		2.0            		3.5669698E-4
. A                           		12.0           		0.0018168055
A group                       		3.0            		5.3399784E-4
group including               		2.0            		3.539823E-4
including Gene                		2.0            		3.5593522E-4
Gene E.                       		2.0            		3.566334E-4
E. Phillips                   		2.0            		3.5568202E-4
Phillips ,                    		2.0            		3.5669698E-4
, former                      		9.0            		0.0011795544
former chairman               		14.0           		0.0024853542
chairman of                   		226.0          		0.036688313
of Southmark                  		3.0            		4.584352E-4
Southmark Corp.               		2.0            		3.566334E-4
Corp. ,                       		38.0           		0.0067066713
, and                         		89.0           		0.011664483
and William                   		4.0            		6.3663855E-4
William S.                    		4.0            		7.101012E-4
S. Friedman                   		2.0            		3.5593522E-4
Friedman ,                    		2.0            		3.5669698E-4
, former                      		9.0            		0.0011795544
former vice                   		2.0            		3.550506E-4
vice chairman                 		44.0           		0.0077711055
chairman of                   		226.0          		0.036688313
of Southmark                  		3.0            		4.584352E-4
Southmark ,                   		2.0            		3.566334E-4
, lowered                     		2.0            		2.621232E-4
lowered its                   		2.0            		3.5669698E-4
its stake                     		3.0            		5.2310375E-4
stake in                      		14.0           		0.0024888888
in the                        		93.0           		0.015590947
the Dallas                    		2.0            		2.8425243E-4
Dallas real                   		2.0            		3.564427E-4
real estate                   		10.0           		0.0017806268
estate concern                		2.0            		3.5612535E-4
concern to                    		2.0            		3.5555556E-4
to 7.7                        		2.0            		3.197442E-4
7.7 %                         		2.0            		3.5669698E-4
% ,                           		3.0            		5.3003535E-4
, according                   		10.0           		0.001310616
according to                  		10.0           		0.001780944
to a                          		13.0           		0.0020783374
a filing                      		3.0            		4.848093E-4
filing with                   		3.0            		5.345688E-4
with the                      		26.0           		0.004549431
the Securities                		6.0            		8.5275725E-4
Securities and                		7.0            		0.0012468828
and Exchange                  		7.0            		0.0011141174
Exchange Commission           		6.0            		0.0010683761
Commission .                  		6.0            		0.0010683761
